,Full Name,Born,Current Age,Bats,Bowls,Matches,Died
3061,Waddington Mwayenga,20/06/1984,36 years 137 days,Right Handed,Right Arm Medium,3 (2002-2004),
3176,Edward C Rainsford,14/12/1984,35 years 326 days,Right Handed,Right Arm Fast Medium,39 (2004-2010),
1558,Ali H Omarshah,07/08/1959,61 years 89 days,Left Handed,Right Arm Medium,28 (1983-1996),
2819,Grant A Paterson,09/06/1960,60 years 148 days,Right Handed,,10 (1983-1987),
2720,Jack G Heron,08/11/1948,71 years 362 days,Right Handed,,6 (1983-1983),
1407,Andrew J Pycroft,06/06/1956,64 years 151 days,Right Handed,Right Arm Off Break,20 (1983-1992),
2686,Duncan A G Fletcher,27/09/1948,72 years 38 days,Left Handed,Right Arm Fast Medium,6 (1983-1983),
2659,Kevin M Curran,07/09/1959,61 years 58 days,Right Handed,Right Arm Fast Medium,11 (1983-1987),
2018,Iain P Butchart,09/05/1960,60 years 179 days,Right Handed,Right Arm Medium Fast,20 (1983-1995),
2841,Peter W E Rawson,25/05/1957,63 years 163 days,Right Handed,Right Arm Fast Medium,10 (1983-1987),
1762,Athanasios J Traicos,17/05/1947,73 years 171 days,Right Handed,Right Arm Off Break,27 (1983-1993),
2722,Vincent R Hogg,03/07/1952,68 years 124 days,Right Handed,Right Arm Fast Medium,2 (1983-1983),
2084,Andrew C Waller,25/09/1959,61 years 40 days,Right Handed,Right Arm Medium,39 (1987-1997),
2065,Craig Neil Evans,29/11/1969,50 years 341 days,Right Handed,Right Arm Medium,53 (1992-2002),
1984,Stephen G Peall,02/09/1970,50 years 63 days,Left Handed,Right Arm Off Break,21 (1992-1996),
2036,Alan C I Lock,10/09/1962,58 years 55 days,Right Handed,Right Arm Medium,8 (1996-1996),
3144,Nafis Iqbal,31/10/1985,35 years 4 days,Right Handed,Right Arm Medium,16 (2003-2005),
2793,Mushfiqur Rahman,10/01/1977,43 years 299 days,Right Handed,Right Arm Fast Medium,28 (2000-2004),
3142,Jamaluddin Ahmed,05/01/1977,43 years 304 days,Right Handed,Right Arm Off Break,1 (2003-2003),
3145,Moniruzzaman,25/10/1976,44 years 10 days,Right Handed,,2 (2003-2003),
3616,Naeem Islam,31/12/1986,33 years 309 days,Right Handed,Right Arm Off Break,59 (2008-2014),
4596,Ben Matthew Duckett,17/10/1994,26 years 18 days,Left Handed,Right Arm Off Break,3 (2016-2016),
3878,Nasir Hossain,30/11/1991,28 years 340 days,Right Handed,Right Arm Off Break,65 (2011-),
3175,Faisal Hossain,26/10/1978,42 years 9 days,Left Handed,Right Arm Medium Fast,6 (2004-2010),
3777,Jahurul Islam,12/12/1986,33 years 328 days,Right Handed,Right Arm Off Break,14 (2010-2013),
4267,Arafat Sunny,29/09/1986,34 years 36 days,Left Handed,Left Arm Orthodox,16 (2014-2015),
2714,Harun-Ur-Rashid,30/11/1968,51 years 340 days,Right Handed,Right Arm Leg Break,2 (1988-1988),
2621,Athar Ali Khan,10/02/1962,58 years 268 days,Right Handed,Right Arm Medium,19 (1988-1998),
2695,Golam Faruq,24/07/1962,58 years 103 days,Right Handed,Right Arm Medium,5 (1986-1990),
2731,Jahangir Shah,19/07/1949,71 years 108 days,Right Handed,Right Arm Fast Medium,5 (1986-1990),
2233,Shahriar Hossain,01/06/1976,44 years 156 days,Right Handed,,20 (1997-2004),
2867,Shafiuddin Ahmed,01/06/1973,47 years 156 days,Right Handed,Right Arm Fast Medium,11 (1997-2000),
2872,Shariful Haque,15/01/1976,44 years 294 days,Right Handed,Right Arm Off Break,1 (1998-1998),
3106,Aavishkar M Salvi,20/10/1981,39 years 15 days,Right Handed,Right Arm Medium,4 (2003-2003),
3010,Tareq Aziz,04/09/1983,37 years 61 days,Right Handed,Right Arm Medium Fast,10 (2002-2004),
2893,Sridharan Sriram,21/02/1976,44 years 257 days,Left Handed,Left Arm Orthodox,8 (2000-2004),
3244,Joginder Sharma,23/10/1983,37 years 12 days,Right Handed,Right Arm Fast Medium,4 (2004-2007),
3210,Krishnakumar Dinesh Karthik,01/06/1985,35 years 156 days,Right Handed,,94 (2004-),
3164,Ramesh R Powar,20/05/1978,42 years 168 days,Right Handed,Right Arm Off Break,31 (2004-2007),
3414,Farhad Reza,16/06/1986,34 years 141 days,Right Handed,Right Arm Fast Medium,34 (2006-2011),
3549,Dolar Mahmud,30/12/1988,31 years 310 days,Right Handed,Right Arm Fast Medium,7 (2008-2009),
3550,Yusuf K Pathan,17/11/1982,37 years 353 days,Right Handed,Right Arm Off Break,57 (2008-2012),
3740,Ashok B Dinda,25/03/1984,36 years 224 days,Right Handed,Right Arm Medium Fast,13 (2010-2013),
4018,Shamsur Rahman,05/06/1988,32 years 152 days,Right Handed,,10 (2013-2014),
3966,Ziaur Rahman,02/12/1986,33 years 338 days,Right Handed,Right Arm Fast Medium,13 (2013-2014),
3975,Sohag Gazi,05/08/1991,29 years 91 days,Right Handed,Right Arm Off Break,20 (2012-2014),
4089,Stuart T R Binny,03/06/1984,36 years 154 days,Right Handed,Right Arm Medium,14 (2014-2015),
4066,Dhawal S Kulkarni,10/12/1988,31 years 330 days,Right Handed,Right Arm Medium,12 (2014-2016),
2804,Nurul Abedin,07/09/1964,56 years 58 days,Right Handed,Right Arm Medium,4 (1986-1990),
2788,Morshed Ali Khan,14/05/1972,48 years 174 days,Left Handed,Left Arm Medium,3 (1998-1998),
2614,Anisur Rehman,01/03/1971,49 years 248 days,Left Handed,Left Arm Medium Fast,2 (1995-1998),
2852,Sajjad Ahmed,20/05/1974,46 years 168 days,,,2 (1995-1995),
2850,Saiful Islam,14/04/1969,51 years 204 days,Right Handed,Right Arm Medium,7 (1990-1997),
2758,Mafizur Rahman,10/11/1978,41 years 360 days,Right Handed,Right Arm Fast Medium,4 (1997-1997),
2877,Salahuddin Ahmed,10/02/1969,51 years 268 days,Right Handed,Right Arm Off Break,6 (1997-1997),
2953,Zakir Hasan,01/12/1972,47 years 339 days,Right Handed,Right Arm Fast Medium,1 (1997-1997),
3538,Mohammed Nazimuddin,01/10/1985,35 years 34 days,Right Handed,Right Arm Medium,11 (2008-2012),
4028,Mohit Mahipal Sharma,18/09/1988,32 years 47 days,Right Handed,Right Arm Medium,26 (2013-2015),
3539,Reinhardt Strydom,16/06/1977,43 years 141 days,Left Handed,Left Arm Medium Fast,9 (2008-2008),
3382,Andre C Botha,12/09/1975,45 years 53 days,Left Handed,Right Arm Medium,42 (2006-2011),
3540,Greg J Thompson,17/09/1987,33 years 48 days,Right Handed,Right Arm Leg Break,3 (2008-2008),
4584,Joshua Brian Little,01/11/1999,21 years 3 days,Right Handed,Left Arm Fast,6 (2019-),
2611,Aminul Islam Jnr,01/04/1975,45 years 217 days,Right Handed,Right Arm Fast Medium,1 (1999-1999),
2704,Sandeep K Gupta,07/04/1967,53 years 211 days,Right Handed,,10 (1996-2001),
2876,Mohammad Sheikh,29/08/1980,40 years 67 days,Left Handed,Left Arm Orthodox,21 (1997-2000),
3353,Kalpesh A  Patel,18/07/1985,35 years 109 days,Right Handed,Right Arm Medium,2 (2006-2006),
3103,Alfred S Luseno,20/12/1981,38 years 320 days,Right Handed,Right Arm Medium,10 (2003-2010),
2655,Dipak N Chudasama,20/05/1963,57 years 168 days,Right Handed,,20 (1996-1999),
2919,Aldesh V Vadher,07/09/1974,46 years 58 days,Right Handed,,18 (1997-1999),
2608,Rajab W Ali,19/11/1965,54 years 351 days,Right Handed,Right Arm Medium Fast,9 (1996-1997),
3229,Malhar L Patel,27/11/1983,36 years 343 days,Right Handed,,3 (2004-2006),
2603,Josephat Ababu,15/04/1980,40 years 203 days,Right Handed,Right Arm Fast Medium,9 (1999-2006),
3533,Daniel R Flynn,16/04/1985,35 years 202 days,Left Handed,Left Arm Orthodox,20 (2008-2012),
3737,Bradley-John Watling,09/07/1985,35 years 118 days,Right Handed,,28 (2010-),
3758,Andrew J McKay,17/04/1980,40 years 201 days,Right Handed,Left Arm Fast Medium,19 (2010-2012),
4248,Anton P Devcich,28/09/1985,35 years 37 days,Left Handed,Left Arm Orthodox,12 (2013-2016),
3984,Mitchell J McClenaghan,11/06/1986,34 years 146 days,Left Handed,Left Arm Medium Fast,48 (2013-2016),
4514,Nurul Hasan,21/11/1993,26 years 349 days,Right Handed,,2 (2016-2016),
4620,Tanbir Hayder,05/12/1991,28 years 335 days,Right Handed,Right Arm Leg Break,2 (2016-2016),
3936,Colin de Grandhomme,22/07/1986,34 years 105 days,Right Handed,Right Arm Fast Medium,42 (2012-),
2782,Jonathan P Millmow,22/09/1967,53 years 43 days,Right Handed,Right Arm Fast Medium,5 (1990-1990),
0503,Manzoor Elahi,15/04/1963,57 years 203 days,Right Handed,Right Arm Fast Medium,54 (1984-1995),
1410,Mohammad Iqbal Qasim,06/08/1953,67 years 90 days,Left Handed,Left Arm Orthodox,15 (1977-1988),
4984,Mohammad Zakir Hossain,02/01/1977,43 years 307 days,Right Handed,Right Arm Medium Fast,1 (1998-1998),
2033,Mohammad Akram,10/09/1974,46 years 55 days,Right Handed,Right Arm Fast,23 (1995-2000),
2994,Naved Latif,21/02/1976,44 years 257 days,Right Handed,Right Arm Medium,11 (2001-2003),
2960,Mohammed Sharif,12/12/1985,34 years 328 days,Right Handed,Right Arm Medium,9 (2001-2007),
2260,Imran Farhat,20/05/1982,38 years 168 days,Left Handed,Right Arm Leg Break,58 (2001-2013),
3860,Hammad Azam,16/03/1991,29 years 233 days,Right Handed,Right Arm Medium,11 (2011-2015),
3965,Abul Hasan,05/08/1992,28 years 91 days,Left Handed,Right Arm Medium Fast,7 (2012-),
4332,Hafiz Saad Nasim,29/04/1990,30 years 189 days,Right Handed,Right Arm Leg Break,3 (2015-2015),
4413,Sami Aslam,12/12/1995,24 years 328 days,Left Handed,Right Arm Medium,4 (2015-2016),
3117,Yasir Hameed,28/02/1978,42 years 250 days,Right Handed,Right Arm Off Break,56 (2003-2007),
3135,Junaid Zia,11/12/1983,36 years 329 days,Right Handed,Right Arm Medium Fast,4 (2003-2003),
2866,Shabbir Ahmed,21/04/1976,44 years 197 days,Right Handed,Right Arm Fast Medium,32 (1999-2005),
3230,Bazid Khan,25/03/1981,39 years 224 days,Right Handed,Right Arm Off Break,5 (2004-2008),
3546,Naumanullah,20/05/1975,45 years 168 days,Right Handed,Right Arm Off Break,1 (2008-2008),
2838,Raqibul Hasan,01/01/1953,67 years 308 days,,,2 (1986-1986),
2869,Shaheedur Rahman,01/01/1963,57 years 308 days,,,2 (1986-1986),
2834,Rafiqul Alam,04/10/1957,63 years 31 days,,,2 (1986-1986),
2709,Hafizur Rahman,21/09/1959,61 years 44 days,,,2 (1986-1986),
2859,Samiur Rahman,03/12/1953,66 years 337 days,,,2 (1986-1986),
2001,Kabir Khan,12/04/1974,46 years 206 days,Right Handed,Left Arm Medium,10 (1994-2000),
2802,Neeyamur Rashid,01/01/1975,45 years 308 days,Right Handed,Right Arm Medium Fast,2 (1999-1999),
2252,Danish Kaneria,16/12/1980,39 years 324 days,Right Handed,Right Arm Leg Break,18 (2001-2007),
3702,Shahzaib Hasan,25/12/1989,30 years 315 days,Right Handed,Right Arm Off Break,3 (2010-2010),
3793,Umar Amin,16/10/1989,31 years 19 days,Left Handed,Right Arm Medium,16 (2010-),
4654,Fakhar Zaman,10/04/1990,30 years 208 days,Left Handed,Left Arm Orthodox,46 (2017-),
4653,Shadab Khan,04/10/1998,22 years 31 days,Right Handed,Right Arm Leg Break,43 (2017-),
4798,Shaheen Shah Afridi,06/04/2000,20 years 212 days,Left Handed,Left Arm Medium,21 (2018-),
3419,Navdeep S Poonia,11/05/1986,34 years 177 days,Right Handed,Right Arm Medium Fast,21 (2006-2009),
3399,Ryan R Watson,12/11/1976,43 years 358 days,Right Handed,Right Arm Medium,35 (2006-2010),
2643,Douglas R Brown,29/10/1969,51 years 6 days,Right Handed,Right Arm Fast Medium,25 (1997-2007),
3401,Neil F I McCallum,22/11/1977,42 years 348 days,Right Handed,,43 (2006-2011),
3400,Colin J O Smith,27/09/1972,48 years 38 days,Right Handed,,27 (2006-2009),
3421,Craig M Wright,28/04/1974,46 years 190 days,Right Handed,Right Arm Medium,20 (2006-2009),
3449,Glenn A Rogers,12/04/1977,43 years 206 days,Right Handed,Left Arm Orthodox,13 (2006-2008),
3404,Ross T Lyons,08/12/1984,35 years 332 days,Left Handed,Left Arm Orthodox,25 (2006-2010),
3403,Paul J C  Hoffmann,14/01/1970,50 years 295 days,Right Handed,Right Arm Medium Fast,18 (2006-2007),
3109,Jacobus A Rudolph,04/05/1981,39 years 184 days,Left Handed,Right Arm Leg Break,45 (2003-2006),
2663,Alan C Dawson,27/11/1969,50 years 343 days,Right Handed,Right Arm Medium Fast,19 (1998-2004),
2942,Charl M Willoughby,03/12/1974,45 years 337 days,Left Handed,Left Arm Fast Medium,3 (2000-2003),
2044,Paul R Adams,20/01/1977,43 years 289 days,Right Handed,Left Arm Orthodox,24 (1996-2003),
3129,Morne N van Wyk,20/03/1979,41 years 229 days,Right Handed,Left Arm Orthodox,17 (2003-2015),
4334,Jubair Hossain,12/09/1995,25 years 53 days,Right Handed,Right Arm Leg Break,3 (2014-2015),
2631,Dale M Benkenstein,09/06/1974,46 years 148 days,Right Handed,Right Arm Off Break,23 (1998-2002),
2969,Justin L Ontong,04/01/1980,40 years 305 days,Right Handed,Right Arm Leg Break,28 (2001-2012),
2896,Errol L R Stewart,30/07/1969,51 years 97 days,Right Handed,Right Arm Medium,6 (1993-2002),
3023,Talha Jubair,10/12/1985,34 years 330 days,Right Handed,Right Arm Medium,6 (2002-2003),
3051,Rafiqul Islam,07/11/1977,42 years 363 days,Right Handed,,1 (2002-2002),
3052,Anwar Hossain Monir,31/12/1981,38 years 309 days,Right Handed,Right Arm Fast Medium,1 (2002-2002),
3024,Ehsanul Haque,01/12/1979,40 years 339 days,Right Handed,Right Arm Off Break,6 (2002-2003),
3624,Johann Louw,12/04/1979,41 years 206 days,Right Handed,Right Arm Medium Fast,3 (2008-2008),
4641,Dane Paterson,04/04/1989,31 years 214 days,Right Handed,Right Arm Fast Medium,4 (2017-),
4707,Pieter Willem Adriaan Mulder,19/02/1998,22 years 259 days,Right Handed,Right Arm Medium,10 (2017-),
3033,Kandage H R K Fernando,14/10/1979,41 years 21 days,Right Handed,Right Arm Medium Fast,7 (2002-2006),
3104,Kaushal S Lokuarachchi,20/05/1982,38 years 168 days,Right Handed,Right Arm Leg Break,21 (2003-2007),
3341,Kariyawasam Tirana Gamage Dhammika Prasad,30/05/1983,37 years 158 days,Right Handed,Right Arm Fast Medium,24 (2006-2015),
3126,Magina Thilan Thushara Mirando Thushara,01/03/1981,39 years 248 days,Left Handed,Left Arm Fast Medium,38 (2008-2010),
4254,Subasinghe Mudiyanselage Ashan Priyanjan,14/08/1989,31 years 82 days,Right Handed,Right Arm Off Break,23 (2013-2015),
4012,Kasun Disi Kithuruwan Vithanage,26/02/1991,29 years 252 days,Left Handed,Right Arm Leg Break,6 (2013-2014),
4247,Al-Amin Hossain,01/01/1990,30 years 308 days,Right Handed,Right Arm Medium Fast,15 (2014-2020),
4316,Dickwella Patabendige Dilantha Niroshan Dickwella,23/06/1993,27 years 134 days,Left Handed,,52 (2014-),
4532,Downdegedara Asela Sampath Gunaratne,08/01/1986,34 years 301 days,Right Handed,Right Arm Medium Fast,31 (2016-),
3973,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya,04/10/1993,27 years 31 days,Left Handed,Right Arm Off Break,36 (2012-),
4728,Devapurage Shehan Madushanka Kumara,10/04/1995,25 years 208 days,Right Handed,Right Arm Fast Medium,1 (2018-),
4380,Pathira Vasan Dushmantha Chameera,11/01/1992,28 years 298 days,Right Handed,Right Arm Fast,23 (2015-),
2120,Sanjeewa K L de Silva,29/07/1975,45 years 98 days,Right Handed,Right Arm Off Break,11 (1997-1997),
1022,Dulip K Liyanage,06/06/1972,48 years 151 days,Left Handed,Right Arm Fast Medium,16 (1992-2001),
2096,Karunakalage S C de Silva,11/01/1971,49 years 298 days,Left Handed,Left Arm Fast Medium,38 (1996-2000),
3289,Loku Hettige D Dilhara,03/07/1980,40 years 124 days,Right Handed,Right Arm Fast Medium,9 (2005-2013),
2858,Thilan Thusara Samaraweera,22/09/1976,44 years 43 days,Right Handed,Right Arm Off Break,53 (1998-2011),
3516,Uda Walawwe Mahim Bandaralage Chanaka Asanga Welegedara,20/03/1981,39 years 229 days,Right Handed,Left Arm Fast Medium,10 (2009-2010),
3871,Frank Dimuth Madushanka Karunaratne,21/04/1988,32 years 197 days,Left Handed,Right Arm Medium,31 (2011-2020),
3914,Aththachchi Nuwan Pradeep Roshan Fernando,19/10/1986,34 years 16 days,Right Handed,Right Arm Fast Medium,45 (2012-),
4599,Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara,13/02/1997,23 years 265 days,Left Handed,Right Arm Medium Fast,13 (2017-),
4475,Gampalage Shehan Naveendra De Fonseka Gunawarna Jayasuriya,12/09/1991,29 years 53 days,Left Handed,Right Arm Off Break,12 (2015-),
4696,Pinnaduwage Wanindu Hasaranga De Silva,29/07/1997,23 years 98 days,Right Handed,Right Arm Leg Break,15 (2017-),
4531,Chandrasekara Arachchilage Kasun Rajitha,01/06/1993,27 years 156 days,Right Handed,Right Arm Medium Fast,9 (2018-),
1553,Charith P Senanayake,15/12/1962,57 years 325 days,Right Handed,Right Arm Off Break,7 (1990-1991),
2022,Chamara I Dunusinghe,19/10/1970,50 years 16 days,Right Handed,,1 (1995-1995),
2692,Janak C Gamage,17/04/1964,56 years 201 days,Right Handed,Right Arm Fast Medium,4 (1995-1995),
3003,Jermaine J C Lawson,13/01/1982,38 years 296 days,Right Handed,Right Arm Medium,13 (2001-2005),
3858,Danza P Hyatt,17/03/1983,37 years 232 days,Right Handed,Right Arm Medium,9 (2011-2011),
3852,Devendra Bishoo,06/11/1985,34 years 364 days,Left Handed,Right Arm Leg Break,42 (2011-),
3861,Anthony Martin,18/11/1982,37 years 352 days,Right Handed,Right Arm Leg Break,9 (2011-2011),
3976,Veerasammy Permaul,11/08/1989,31 years 85 days,Right Handed,Left Arm Orthodox,7 (2012-2017),
4821,Chandrapaul Hemraj,03/09/1993,27 years 62 days,Left Handed,Left Arm Orthodox,6 (2018-),
3712,Dale M Richards,16/07/1976,44 years 111 days,Right Handed,Right Arm Medium,8 (2009-2010),
2100,Floyd L Reifer,23/07/1972,48 years 104 days,Left Handed,Right Arm Medium,8 (1997-2009),
2122,Rawl N Lewis,05/09/1974,46 years 60 days,Right Handed,Right Arm Leg Break,28 (1997-2009),
3717,Gavin C Tonge,13/01/1983,37 years 296 days,Right Handed,Right Arm Fast Medium,5 (2009-2009),
3853,Kirk A Edwards,03/11/1984,36 years 1 days,Right Handed,Right Arm Off Break,16 (2011-2014),
3925,Jason Nazimuddin Mohammed,23/09/1986,34 years 42 days,Right Handed,Right Arm Off Break,28 (2011-),
4702,Sunil Walford Ambris,23/03/1993,27 years 226 days,Right Handed,,13 (2017-),
4373,Jonathan Lyndon Carter,16/11/1987,32 years 354 days,Left Handed,Right Arm Medium,33 (2015-),
4427,Shane O Dowrich,30/10/1991,29 years 5 days,Right Handed,,1 (2019-),
4716,Raymon Anton Reifer,11/05/1991,29 years 177 days,Left Handed,Left Arm Medium Fast,2 (2019-),
2109,Adam G Huckle,21/09/1971,49 years 44 days,Right Handed,Right Arm Leg Break,19 (1997-1999),
2074,Mpumelelo Mbangwa,26/06/1976,44 years 131 days,Right Handed,Right Arm Fast Medium,29 (1996-2002),
2759,Mahbubur Rahman,01/02/1969,51 years 277 days,Right Handed,,1 (1999-1999),
2997,Fahim Muntasir,01/11/1980,40 years 3 days,Right Handed,Right Arm Off Break,3 (2001-2002),
2990,Sean M Ervine,06/12/1982,37 years 334 days,Left Handed,Right Arm Medium,42 (2001-2004),
3058,Barney G Rogers,20/08/1982,38 years 76 days,Left Handed,Right Arm Off Break,15 (2002-2005),
3170,Prosper Utseya,26/03/1985,35 years 223 days,Right Handed,Right Arm Off Break,164 (2004-2015),
3139,Enamul Haque,05/12/1986,33 years 335 days,Right Handed,Left Arm Orthodox,10 (2005-2009),
3347,Ryan S Higgins,24/03/1988,32 years 225 days,Right Handed,Right Arm Leg Break,11 (2006-2006),
3318,Anthony J Ireland,30/08/1984,36 years 66 days,Right Handed,Right Arm Medium,26 (2005-2007),
3294,Keith M Dabengwa,17/08/1980,40 years 79 days,Left Handed,Left Arm Orthodox,37 (2005-2010),
3055,Ngonidzashe B Mahwire,31/07/1982,38 years 96 days,Right Handed,Right Arm Medium,23 (2004-2006),
3448,Tinotenda M K Mawoyo,08/01/1986,34 years 301 days,Right Handed,Right Arm Medium Fast,7 (2006-2014),
2201,Raymond William Price,12/06/1976,44 years 145 days,Right Handed,Left Arm Orthodox,102 (2002-2012),
3128,Charles K Coventry,08/03/1983,37 years 241 days,Right Handed,Right Arm Leg Break,39 (2003-2015),
3639,Forster Mutizwa,24/08/1985,35 years 72 days,Right Handed,Right Arm Off Break,17 (2009-2011),
3622,Regis W Chakabva,20/09/1987,33 years 45 days,Right Handed,Right Arm Off Break,41 (2008-),
3342,Keegan O Meth,08/02/1988,32 years 270 days,Right Handed,Right Arm Medium Fast,11 (2006-2012),
4318,John Nyumbu,31/05/1985,35 years 157 days,Right Handed,Right Arm Off Break,19 (2014-2015),
4688,Sunzamul Islam,17/01/1990,30 years 292 days,Left Handed,Left Arm Orthodox,3 (2017-),
4823,Fazle Mahmud,30/12/1987,32 years 310 days,Left Handed,Left Arm Orthodox,2 (2018-),
4800,Brandon Anesu Mavuta,04/03/1997,23 years 245 days,Right Handed,Right Arm Leg Break,7 (2018-),
4314,Donald T Tiripano,17/03/1988,32 years 232 days,Right Handed,Right Arm Fast Medium,34 (2014-),
